path,true,mode,pred,left_prob,right_prob,correct
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,original,left,1.0,1.7337014248468264e-15,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,finger_side,left,1.0,1.5511298911974336e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,cuff_side,left,1.0,4.350309175393807e-12,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,centre,left,0.9999998807907104,6.669318963758997e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,top_background,left,1.0,1.7337014248468264e-15,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000011.jpg,left,bottom_background,left,1.0,1.7337014248468264e-15,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,original,left,1.0,2.707640426972968e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,finger_side,left,0.9999779462814331,2.2023485144018196e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,cuff_side,left,1.0,3.6659944524508603e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,centre,left,1.0,4.436340361735347e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,top_background,left,1.0,2.707640426972968e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000012.jpg,left,bottom_background,left,1.0,2.707640426972968e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,original,left,0.9999998807907104,1.5805839836957603e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,finger_side,left,0.8817499876022339,0.1182500496506691,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,cuff_side,left,1.0,3.2468810973185214e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,centre,left,0.9998642206192017,0.00013580836821347475,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,top_background,left,0.9999998807907104,1.5805839836957603e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000013.jpg,left,bottom_background,left,0.9999998807907104,1.5805839836957603e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,original,left,1.0,1.0798199140404918e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,finger_side,left,0.9999959468841553,4.097370947420131e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,cuff_side,left,0.9999998807907104,8.965823639073278e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,centre,left,0.9999997615814209,2.5743491960383835e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,top_background,left,1.0,1.0798199140404918e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000016.jpg,left,bottom_background,left,1.0,1.0798199140404918e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,original,left,1.0,2.8388594253137e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,finger_side,left,0.9999996423721313,3.8276562008832116e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,cuff_side,left,0.9999994039535522,6.423542799893767e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,centre,left,0.9999996423721313,3.1340596251538955e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,top_background,left,1.0,2.8388594253137e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000018.jpg,left,bottom_background,left,1.0,2.8388594253137e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,original,left,1.0,1.522665327158279e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,finger_side,left,0.9999055862426758,9.437473636353388e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,cuff_side,left,0.9999997615814209,2.3665698734021134e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,centre,left,0.9999990463256836,9.871964721241966e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,top_background,left,1.0,1.522665327158279e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000020.jpg,left,bottom_background,left,1.0,1.522665327158279e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,original,left,0.9997269511222839,0.0002730195119511336,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,finger_side,left,0.9982023239135742,0.0017976107774302363,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,cuff_side,left,0.9976946711540222,0.0023052776232361794,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,centre,left,0.9980902075767517,0.0019097741460427642,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,top_background,left,0.9997603297233582,0.00023968204914126545,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000021.jpg,left,bottom_background,left,0.9997296929359436,0.00027033634250983596,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,original,left,0.9999995231628418,5.154781774763251e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,finger_side,left,0.9998699426651001,0.00013003306230530143,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,cuff_side,left,0.9999998807907104,6.861943546709881e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,centre,left,0.9999698400497437,3.019858559127897e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,top_background,left,0.9999997615814209,2.633126996443025e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000023.jpg,left,bottom_background,left,0.9999995231628418,4.741001475849771e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,original,left,1.0,5.117598567139225e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,finger_side,left,0.9899232983589172,0.01007674541324377,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,cuff_side,left,1.0,2.1438463448930634e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,centre,left,1.0,3.5242987195260866e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,top_background,left,1.0,4.860453151067645e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000025.jpg,left,bottom_background,left,1.0,5.537836300639754e-10,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,original,left,0.9845463037490845,0.015453704632818699,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,finger_side,left,0.9624719619750977,0.03752801567316055,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,cuff_side,left,0.7992457747459412,0.20075419545173645,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,centre,left,0.9925612807273865,0.007438691332936287,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,top_background,left,0.9886464476585388,0.011353474110364914,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000027.jpg,left,bottom_background,left,0.9986543655395508,0.001345619442872703,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,original,left,1.0,1.6153882675951081e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,finger_side,left,0.9981972575187683,0.0018028103513643146,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,cuff_side,left,0.9999995231628418,4.510230837695417e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,centre,left,0.9999988079071045,1.1845563676615711e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,top_background,left,1.0,1.6153882675951081e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000028.jpg,left,bottom_background,left,1.0,1.6153882675951081e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,original,left,0.9999939203262329,6.132507678557886e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,finger_side,left,0.9999996423721313,4.113495606361539e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,cuff_side,left,0.9885680675506592,0.011431969702243805,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,centre,left,0.905211329460144,0.09478866308927536,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,top_background,left,0.9999939203262329,6.132507678557886e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000030.jpg,left,bottom_background,left,0.9999939203262329,6.132507678557886e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,original,left,1.0,4.115363919868914e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,finger_side,left,0.9999747276306152,2.5232782718376257e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,cuff_side,left,1.0,3.541837934051273e-09,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,centre,left,0.999995231628418,4.780423751071794e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,top_background,left,1.0,4.115363919868914e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000032.jpg,left,bottom_background,left,1.0,4.115363919868914e-13,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,original,left,1.0,1.4101643464048408e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,finger_side,left,0.9999980926513672,1.939467438205611e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,cuff_side,left,1.0,1.083218492681226e-08,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,centre,left,0.9999997615814209,2.3454047948234802e-07,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,top_background,left,1.0,1.4101643464048408e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000034.jpg,left,bottom_background,left,1.0,1.4101643464048408e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,original,left,1.0,7.716094430065823e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,finger_side,left,0.9998732805252075,0.0001266639301320538,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,cuff_side,left,0.9999622106552124,3.776566154556349e-05,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,centre,left,0.9999982118606567,1.752811385813402e-06,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,top_background,left,1.0,7.716094430065823e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000035.jpg,left,bottom_background,left,1.0,7.716094430065823e-11,True
D:\GRIP_Dataset\New_model\Chirality_Crops\aug27_final_v2_bbox\val\left\12-43-09\images\left\left__GRIP_2026-08-27_12-43-09__e000037.jpg,left,original,left,1.0,1.0200826728451462e-12,True
