x1,y1,x2,y2,pred_support,true_support,occluded_left_prob,occluded_right_prob
132,36,180,84,-0.0014179348945617676,0.0014179199934005737,0.1723974645137787,0.8276025652885437
144,36,192,84,0.06431800127029419,-0.06431795656681061,0.23813334107398987,0.7618666291236877
156,36,204,84,0.03606867790222168,-0.03606867790222168,0.20988406240940094,0.7901159524917603
168,36,216,84,0.02324676513671875,-0.02324676513671875,0.197062149643898,0.8029378652572632
180,36,228,84,-0.018549859523773193,0.01854988932609558,0.15526549518108368,0.8447344899177551
192,36,240,84,-0.03361010551452637,0.03361015021800995,0.1402052342891693,0.8597947359085083
204,36,252,84,-0.03935873508453369,0.03935873508453369,0.13445664942264557,0.8655433654785156
216,36,256,84,-0.04931145906448364,0.04931149631738663,0.12450388818979263,0.8754960894584656
228,36,256,84,-0.04945552349090576,0.04945547133684158,0.12435991317033768,0.8756401538848877
0,48,48,96,0.11894291639328003,-0.11894293129444122,0.2927583158016205,0.7072417140007019
12,48,60,96,0.2783529758453369,-0.27835293114185333,0.4521683156490326,0.547831654548645
24,48,72,96,0.6810212880373001,-0.6810212582349777,0.854836642742157,0.14516334235668182
36,48,84,96,0.7960237320512533,-0.7960237115621567,0.9698390960693359,0.030160898342728615
48,48,96,96,0.7293889075517654,-0.729388877749443,0.9032042622566223,0.09679572284221649
60,48,108,96,0.4604678452014923,-0.46046780049800873,0.634283185005188,0.3657167851924896
72,48,120,96,0.5100863873958588,-0.51008640229702,0.6839017868041992,0.31609824299812317
84,48,132,96,0.2638132572174072,-0.26381324231624603,0.4376286268234253,0.5623713731765747
96,48,144,96,0.30357974767684937,-0.30357976257801056,0.4773951470851898,0.5226048827171326
108,48,156,96,0.13703417778015137,-0.13703419268131256,0.3108495771884918,0.6891504526138306
120,48,168,96,0.21934372186660767,-0.21934367716312408,0.39315906167030334,0.6068409085273743
132,48,180,96,0.08307814598083496,-0.08307810127735138,0.25689348578453064,0.743106484413147
144,48,192,96,0.2605159282684326,-0.2605159431695938,0.43433132767677307,0.5656687021255493
156,48,204,96,0.2666444182395935,-0.2666443735361099,0.4404597580432892,0.5595402121543884
168,48,216,96,0.23976075649261475,-0.23976071178913116,0.4135760962963104,0.5864238739013672
180,48,228,96,0.04188424348831177,-0.04188424348831177,0.21569962799549103,0.7843003869056702
192,48,240,96,0.055867910385131836,-0.055867910385131836,0.2296832948923111,0.7703167200088501
204,48,252,96,-0.032047390937805176,0.032047420740127563,0.1417679637670517,0.8582320213317871
216,48,256,96,-0.06457334756851196,0.06457334011793137,0.1092420443892479,0.8907579779624939
228,48,256,96,-0.07194709777832031,0.07194715738296509,0.10186822712421417,0.8981317281723022
0,60,48,108,0.1324704885482788,-0.13247047364711761,0.3062858581542969,0.6937141418457031
12,60,60,108,0.1271851658821106,-0.12718512117862701,0.3010005056858063,0.6989994645118713
24,60,72,108,0.5638422071933746,-0.563842162489891,0.7376575469970703,0.2623424232006073
36,60,84,108,0.8003237377852201,-0.8003237098455429,0.9741390943527222,0.025860892608761787
48,60,96,108,0.7944860570132732,-0.7944860309362411,0.9683014154434204,0.031698573380708694
60,60,108,108,0.7362078949809074,-0.7362078875303268,0.9100232720375061,0.0899767354130745
72,60,120,108,0.7222161591053009,-0.7222161740064621,0.8960315585136414,0.10396847128868103
84,60,132,108,0.4362926781177521,-0.43629269301891327,0.6101080775260925,0.38989195227622986
96,60,144,108,0.22049671411514282,-0.22049672901630402,0.3943121135234833,0.6056879162788391
108,60,156,108,0.12550675868988037,-0.12550677359104156,0.2993221580982208,0.7006778717041016
120,60,168,108,0.16875720024108887,-0.16875724494457245,0.3425726294517517,0.6574274301528931
132,60,180,108,-0.024145424365997314,0.02414540946483612,0.14966997504234314,0.8503300547599792
144,60,192,108,0.08392739295959473,-0.08392737805843353,0.2577427625656128,0.7422572374343872
156,60,204,108,0.16389501094818115,-0.16389499604701996,0.3377103805541992,0.6622896194458008
168,60,216,108,0.1268298625946045,-0.12682987749576569,0.30064526200294495,0.6993547677993774
180,60,228,108,0.07792544364929199,-0.07792539894580841,0.25174078345298767,0.7482591867446899
192,60,240,108,0.16092455387115479,-0.16092456877231598,0.33473995327949524,0.6652600765228271
204,60,252,108,0.10507065057754517,-0.10507066547870636,0.2788860499858856,0.7211139798164368
216,60,256,108,-0.005068063735961914,0.00506804883480072,0.16874733567237854,0.8312526941299438
228,60,256,108,-0.06182819604873657,0.061828240752220154,0.1119871437549591,0.8880128264427185
0,72,48,120,0.04522061347961426,-0.04522062838077545,0.2190360128879547,0.7809640169143677
12,72,60,120,0.12082916498184204,-0.12082917988300323,0.2946445643901825,0.7053554654121399
24,72,72,120,0.20498675107955933,-0.20498676598072052,0.3788021504878998,0.6211978793144226
36,72,84,120,0.13513797521591187,-0.13513793051242828,0.30895331501960754,0.6910466551780701
48,72,96,120,0.17114222049713135,-0.17114220559597015,0.3449575901031494,0.6550424098968506
60,72,108,120,0.1016470193862915,-0.10164706408977509,0.27546244859695435,0.7245376110076904
72,72,120,120,0.5718418061733246,-0.571841761469841,0.7456571459770203,0.25434282422065735
84,72,132,120,0.3544602394104004,-0.3544602245092392,0.5282756090164185,0.47172439098358154
96,72,144,120,0.1929677128791809,-0.1929677277803421,0.36678311228752136,0.633216917514801
108,72,156,120,0.11574983596801758,-0.11574985086917877,0.28956523537635803,0.7104347944259644
120,72,168,120,0.08673328161239624,-0.08673329651355743,0.2605486810207367,0.7394513487815857
132,72,180,120,-0.07834523916244507,0.07834527641534805,0.09547010809183121,0.904529869556427
144,72,192,120,0.009220540523529053,-0.009220495820045471,0.18303588032722473,0.8169640898704529
156,72,204,120,0.05052614212036133,-0.05052608251571655,0.2243414670228958,0.7756584882736206
168,72,216,120,0.08531856536865234,-0.08531852066516876,0.259133905172348,0.7408660650253296
180,72,228,120,-0.04311800003051758,0.04311801493167877,0.1306973695755005,0.8693026304244995
192,72,240,120,0.03876286745071411,-0.03876286745071411,0.21257825195789337,0.7874217629432678
204,72,252,120,0.021822750568389893,-0.021822765469551086,0.19563814997673035,0.804361879825592
216,72,256,120,-0.07277512550354004,0.07277515530586243,0.10104022920131683,0.898959755897522
228,72,256,120,-0.049482762813568115,0.04948271065950394,0.12433267384767532,0.87566739320755
0,84,48,132,-0.06618648767471313,0.06618653237819672,0.10762885212898254,0.8923711180686951
12,84,60,132,0.24545139074325562,-0.24545134603977203,0.4192667305469513,0.5807332396507263
24,84,72,132,0.6875444203615189,-0.6875443905591965,0.8613597750663757,0.13864021003246307
36,84,84,132,0.4767822027206421,-0.4767821878194809,0.6505975723266602,0.34940242767333984
48,84,96,132,0.11483389139175415,-0.11483384668827057,0.28864923119544983,0.7113507390022278
60,84,108,132,-0.10855251550674438,0.10855250060558319,0.06526288390159607,0.9347371459007263
72,84,120,132,0.1695232391357422,-0.16952325403690338,0.34333863854408264,0.6566613912582397
84,84,132,132,0.40606749057769775,-0.40606747567653656,0.5798828601837158,0.4201171398162842
96,84,144,132,0.1628096103668213,-0.1628095954656601,0.33662497997283936,0.6633750200271606
108,84,156,132,0.14032113552093506,-0.14032112061977386,0.3141365051269531,0.6858634948730469
120,84,168,132,-0.04453784227371216,0.04453784227371216,0.1292775422334671,0.8707224726676941
132,84,180,132,-0.11535531282424927,0.11535531654953957,0.058460067957639694,0.9415399432182312
144,84,192,132,-0.05567055940628052,0.05567058175802231,0.11814480274915695,0.8818551898002625
156,84,204,132,-0.057615816593170166,0.05761580914258957,0.11619957536458969,0.8838004469871521
168,84,216,132,-0.022076010704040527,0.022075995802879333,0.15173938870429993,0.8482606410980225
180,84,228,132,-0.05585658550262451,0.05585663765668869,0.11795874685049057,0.8820412158966064
192,84,240,132,0.026797771453857422,-0.026797756552696228,0.2006131410598755,0.7993868589401245
204,84,252,132,-0.05085146427154541,0.050851404666900635,0.12296397984027863,0.8770360946655273
216,84,256,132,-0.08316749334335327,0.08316757529973984,0.09064780920743942,0.9093521237373352
228,84,256,132,-0.060402870178222656,0.060402870178222656,0.1134125143289566,0.8865875005722046
0,96,48,144,-0.0872843861579895,0.08728442341089249,0.08653096109628677,0.9134690165519714
12,96,60,144,0.12843316793441772,-0.1284332126379013,0.30224859714508057,0.6977514624595642
24,96,72,144,0.24952632188796997,-0.24952633678913116,0.4233417212963104,0.576658308506012
36,96,84,144,0.2563627362251282,-0.25636275112628937,0.43017813563346863,0.5698218941688538
48,96,96,144,0.6285361349582672,-0.6285360902547836,0.8023514747619629,0.19764849543571472
60,96,108,144,0.2178727388381958,-0.217872753739357,0.39168813824653625,0.6083118915557861
72,96,120,144,0.46827301383018494,-0.46827302873134613,0.6420884132385254,0.357911616563797
84,96,132,144,0.5000137984752655,-0.5000138133764267,0.673829197883606,0.32617083191871643
96,96,144,144,0.34497639536857605,-0.34497635066509247,0.5187917351722717,0.4812082350254059
108,96,156,144,-0.0817909836769104,0.0817909836769104,0.09202440083026886,0.9079756140708923
120,96,168,144,-0.12579560279846191,0.125795628875494,0.04801975563168526,0.9519802331924438
132,96,180,144,-0.14312487840652466,0.14312483370304108,0.030690550804138184,0.9693095088005066
144,96,192,144,-0.07241064310073853,0.07241064310073853,0.10140474140644073,0.8985952734947205
156,96,204,144,-0.09437370300292969,0.09437374025583267,0.07944164425134659,0.9205583333969116
168,96,216,144,-0.1295446753501892,0.12954464182257652,0.04427074268460274,0.9557293057441711
180,96,228,144,-0.10119932889938354,0.10119935125112534,0.07261603325605392,0.9273839592933655
192,96,240,144,-0.09733480215072632,0.09733486920595169,0.07648051530122757,0.9235194325447083
204,96,252,144,-0.1299595832824707,0.1299596168100834,0.04385576769709587,0.9561442136764526
216,96,256,144,-0.1208917498588562,0.12089179083704948,0.052923593670129776,0.9470763802528381
228,96,256,144,-0.1064227819442749,0.1064227893948555,0.06739259511232376,0.9326074123382568
0,108,48,156,-0.1140596866607666,0.114059679210186,0.059755705296993256,0.9402443170547485
12,108,60,156,-0.021326780319213867,0.021326780319213867,0.1524886041879654,0.8475114107131958
24,108,72,156,-0.06825846433639526,0.06825851649045944,0.10555686801671982,0.8944430947303772
36,108,84,156,0.21928834915161133,-0.21928836405277252,0.3931037485599518,0.6068962812423706
48,108,96,156,0.5678896307945251,-0.567889615893364,0.7417050004005432,0.2582949995994568
60,108,108,156,0.33599790930747986,-0.3359978646039963,0.5098132491111755,0.4901867210865021
72,108,120,156,0.2263898253440857,-0.2263898402452469,0.40020522475242615,0.5997948050498962
84,108,132,156,0.47213372588157654,-0.47213374078273773,0.645949125289917,0.3540509045124054
96,108,144,156,0.3493899405002594,-0.3493899554014206,0.5232053399085999,0.47679468989372253
108,108,156,156,-0.11448651552200317,0.11448652669787407,0.05932885780930519,0.9406711459159851
120,108,168,156,-0.16518908739089966,0.16518906131386757,0.008626323193311691,0.9913737177848816
132,108,180,156,-0.16506165266036987,0.1650616331025958,0.008753751404583454,0.9912462830543518
144,108,192,156,-0.1592283844947815,0.1592283369973302,0.014587047509849072,0.9854130148887634
156,108,204,156,-0.14336448907852173,0.1433645747601986,0.030450809746980667,0.9695491194725037
168,108,216,156,-0.13427287340164185,0.13427291065454483,0.03954247385263443,0.9604575037956238
180,108,228,156,-0.10192525386810303,0.10192524641752243,0.07189013808965683,0.928109884262085
192,108,240,156,-0.1130097508430481,0.1130097471177578,0.06080563738942146,0.93919438123703
204,108,252,156,-0.10134655237197876,0.10134661197662354,0.07246877253055573,0.9275311827659607
216,108,256,156,-0.09111881256103516,0.09111887216567993,0.08269651234149933,0.9173034429550171
228,108,256,156,-0.07394355535507202,0.07394363731145859,0.09987174719572067,0.900128185749054
0,120,48,168,-0.15507221221923828,0.1550722550600767,0.018743129447102547,0.9812568426132202
12,120,60,168,-0.05653935670852661,0.05653931945562363,0.11727606505155563,0.8827239871025085
24,120,72,168,0.0473901629447937,-0.04739014804363251,0.22120553255081177,0.7787944674491882
36,120,84,168,0.23752260208129883,-0.23752258718013763,0.4113379716873169,0.5886620283126831
48,120,96,168,0.3470325469970703,-0.3470325320959091,0.5208479166030884,0.4791520833969116
60,120,108,168,0.025400876998901367,-0.02540084719657898,0.19921623170375824,0.8007837533950806
72,120,120,168,0.11140072345733643,-0.11140070855617523,0.2852160930633545,0.7147839069366455
84,120,132,168,0.11657482385635376,-0.11657483875751495,0.2903902232646942,0.7096098065376282
96,120,144,168,0.18164020776748657,-0.181640163064003,0.35545554757118225,0.6445444226264954
108,120,156,168,-0.14622712135314941,0.14622716046869755,0.027588224038481712,0.9724117517471313
120,120,168,168,-0.16596639156341553,0.1659664288163185,0.007848955690860748,0.9921510219573975
132,120,180,168,-0.16442042589187622,0.16442038863897324,0.009394995868206024,0.9906050562858582
144,120,192,168,-0.16253399848937988,0.16253398172557354,0.01128140278160572,0.9887186288833618
156,120,204,168,-0.1575419306755066,0.15754187107086182,0.016273513436317444,0.9837265610694885
168,120,216,168,-0.12140530347824097,0.12140526622533798,0.05241011828184128,0.9475899338722229
180,120,228,168,-0.05363762378692627,0.053637586534023285,0.12017779797315598,0.8798222541809082
192,120,240,168,-0.037249743938446045,0.037249743938446045,0.13656564056873322,0.863434374332428
204,120,252,168,-0.08262062072753906,0.08262061327695847,0.0911947712302208,0.908805251121521
216,120,256,168,-0.0951073169708252,0.09510733932256699,0.07870804518461227,0.9212919473648071
228,120,256,168,-0.05932992696762085,0.05933000147342682,0.11448538303375244,0.8855145573616028
0,132,48,180,-0.15018904209136963,0.15018903277814388,0.023626351729035378,0.9763736724853516
12,132,60,180,-0.05567067861557007,0.05567070096731186,0.1181446835398674,0.881855309009552
24,132,72,180,0.011816263198852539,-0.011816218495368958,0.18563160300254822,0.8143683671951294
36,132,84,180,0.2929443120956421,-0.2929442673921585,0.46675965189933777,0.5332403182983398
48,132,96,180,0.2598961591720581,-0.2598961740732193,0.43371155858039856,0.5662884712219238
60,132,108,180,0.11716645956039429,-0.1171664446592331,0.29098182916641235,0.7090181708335876
72,132,120,180,0.08429181575775146,-0.08429180085659027,0.25810718536376953,0.7418928146362305
84,132,132,180,0.18845361471176147,-0.18845359981060028,0.36226898431777954,0.6377310156822205
96,132,144,180,0.2989698648452759,-0.2989698201417923,0.47278520464897156,0.527214765548706
108,132,156,180,-0.09092634916305542,0.09092637896537781,0.08288900554180145,0.9171109795570374
120,132,168,180,-0.1497741937637329,0.14977414533495903,0.02404123917222023,0.9759588241577148
132,132,180,180,-0.13768362998962402,0.13768357783555984,0.036131806671619415,0.963868260383606
144,132,192,180,-0.09701091051101685,0.09701089560985565,0.07680448889732361,0.9231955409049988
156,132,204,180,-0.06744170188903809,0.06744170933961868,0.10637367516756058,0.89362633228302
168,132,216,180,-0.02138495445251465,0.02138495445251465,0.1524304300546646,0.8475695848464966
180,132,228,180,0.1865673065185547,-0.18656732141971588,0.36038270592689514,0.6396173238754272
192,132,240,180,0.09294086694717407,-0.09294085204601288,0.26675623655319214,0.7332437634468079
204,132,252,180,0.006017744541168213,-0.006017699837684631,0.1798330843448639,0.8201668858528137
216,132,256,180,-0.08814013004302979,0.08814017474651337,0.0856752097606659,0.9143247604370117
228,132,256,180,-0.048092782497406006,0.04809276759624481,0.12572261691093445,0.8742774128913879
0,144,48,192,-0.15779876708984375,0.1577987466007471,0.016016637906432152,0.9839833974838257
12,144,60,192,-0.08990049362182617,0.08990047127008438,0.08391491323709488,0.9160851240158081
24,144,72,192,0.061034977436065674,-0.06103500723838806,0.23485039174556732,0.7651496529579163
36,144,84,192,0.3469603657722473,-0.3469603508710861,0.5207757353782654,0.4792242646217346
48,144,96,192,0.37236395478248596,-0.37236396968364716,0.5461793541908264,0.45382067561149597
60,144,108,192,0.11950170993804932,-0.11950172483921051,0.29331710934638977,0.7066829204559326
72,144,120,192,0.13852709531784058,-0.13852711021900177,0.31234249472618103,0.6876575350761414
84,144,132,192,0.09797036647796631,-0.09797035157680511,0.2717857360839844,0.7282142639160156
96,144,144,192,0.1251910924911499,-0.1251910775899887,0.29900646209716797,0.700993537902832
108,144,156,192,0.08759921789169312,-0.08759917318820953,0.2614145576953888,0.7385854125022888
120,144,168,192,0.02654719352722168,-0.02654719352722168,0.20036257803440094,0.7996374368667603
132,144,180,192,0.0714687705039978,-0.07146869599819183,0.2452840805053711,0.7547158598899841
144,144,192,192,0.07871603965759277,-0.07871608436107635,0.2525314688682556,0.7474685907363892
156,144,204,192,0.04859888553619385,-0.04859888553619385,0.2224142700433731,0.7775857448577881
168,144,216,192,0.21932941675186157,-0.219329372048378,0.39314475655555725,0.6068552136421204
180,144,228,192,0.2743404507637024,-0.2743404358625412,0.44815582036972046,0.5518441796302795
192,144,240,192,0.16117072105407715,-0.16117064654827118,0.33498603105545044,0.6650139093399048
204,144,252,192,0.10376471281051636,-0.10376469790935516,0.2775800824165344,0.7224199175834656
216,144,256,192,-0.04330623149871826,0.04330626130104065,0.1305091232061386,0.8694908618927002
228,144,256,192,-0.0015349984169006348,0.0015349537134170532,0.1722804307937622,0.8277196288108826
0,156,48,204,-0.005774259567260742,0.005774259567260742,0.16804112493991852,0.8319588899612427
12,156,60,204,0.1294384002685547,-0.1294383853673935,0.30325376987457275,0.6967462301254272
24,156,72,204,0.32153892517089844,-0.32153891026973724,0.4953542947769165,0.5046457052230835
36,156,84,204,0.5850045084953308,-0.5850044935941696,0.7588198781013489,0.24118012189865112
48,156,96,204,0.5759672522544861,-0.5759672373533249,0.7497826218605042,0.25021737813949585
60,156,108,204,0.3091014623641968,-0.3091014176607132,0.48291680216789246,0.5170831680297852
72,156,120,204,0.33208444714546204,-0.33208440244197845,0.5058997869491577,0.4941001832485199
84,156,132,204,0.11289769411087036,-0.11289770901203156,0.2867130935192108,0.7132869362831116
96,156,144,204,0.07220524549484253,-0.07220523059368134,0.2460206151008606,0.7539793848991394
108,156,156,204,-0.009586155414581299,0.009586215019226074,0.16422916948795319,0.8357707858085632
120,156,168,204,0.09025973081588745,-0.09025968611240387,0.26407507061958313,0.7359248995780945
132,156,180,204,0.21316057443618774,-0.21316055953502655,0.3869759440422058,0.6130240559577942
144,156,192,204,0.1538311243057251,-0.15383107960224152,0.3276464641094208,0.6723535060882568
156,156,204,204,0.25239336490631104,-0.25239335000514984,0.4262087345123291,0.5737912654876709
168,156,216,204,0.2699844241142273,-0.2699844390153885,0.44379982352256775,0.5562002062797546
180,156,228,204,0.2156718373298645,-0.21567188203334808,0.38948726654052734,0.6105127930641174
192,156,240,204,0.10900866985321045,-0.10900868475437164,0.2828240692615509,0.7171759605407715
204,156,252,204,0.07909959554672241,-0.07909958064556122,0.2529149651527405,0.7470850348472595
216,156,256,204,-0.004462003707885742,0.004462003707885742,0.16935338079929352,0.8306466341018677
228,156,256,204,-0.05352973937988281,0.05352979153394699,0.12028559297323227,0.8797143697738647
0,168,48,216,0.02636134624481201,-0.0263613760471344,0.20017676055431366,0.7998232841491699
12,168,60,216,0.11948907375335693,-0.11948902904987335,0.2933044135570526,0.706695556640625
24,168,72,216,0.1581038236618042,-0.1581038385629654,0.33191922307014465,0.6680808067321777
36,168,84,216,0.1088600754737854,-0.1088600605726242,0.28267544507980347,0.7173245549201965
48,168,96,216,0.08095979690551758,-0.080959752202034,0.25477513670921326,0.7452248334884644
60,168,108,216,0.024924814701080322,-0.024924784898757935,0.1987401694059372,0.8012598156929016
72,168,120,216,0.044922709465026855,-0.04492269456386566,0.21873807907104492,0.7812619209289551
84,168,132,216,-0.0019819140434265137,0.00198189914226532,0.17183348536491394,0.8281665444374084
96,168,144,216,-0.08486998081207275,0.08486995846033096,0.0889454260468483,0.9110546112060547
108,168,156,216,-0.08875662088394165,0.08875662833452225,0.08505875617265701,0.9149412512779236
120,168,168,216,-0.06728684902191162,0.0672868862748146,0.10652849823236465,0.8934714794158936
132,168,180,216,0.03943759202957153,-0.03943754732608795,0.2132529318332672,0.7867470383644104
144,168,192,216,0.09516280889511108,-0.0951627641916275,0.26897814869880676,0.7310218214988708
156,168,204,216,0.22041106224060059,-0.220411017537117,0.39422640204429626,0.6057735681533813
168,168,216,216,0.3954186737537384,-0.3954186886548996,0.5692340731620789,0.43076595664024353
180,168,228,216,0.21577507257461548,-0.21577508747577667,0.38959047198295593,0.6104095578193665
192,168,240,216,0.06064891815185547,-0.06064888834953308,0.23446427285671234,0.7655357122421265
204,168,252,216,0.11437118053436279,-0.11437119543552399,0.28818657994270325,0.7118134498596191
216,168,256,216,0.0731208324432373,-0.07312081754207611,0.24693620204925537,0.7530637979507446
228,168,256,216,-0.049185752868652344,0.04918581247329712,0.12462957203388214,0.8753703832626343
0,180,48,228,0.08109384775161743,-0.08109383285045624,0.2549092173576355,0.7450907826423645
12,180,60,228,0.11783730983734131,-0.11783729493618011,0.2916526794433594,0.7083473205566406
24,180,72,228,0.20335346460342407,-0.2033533900976181,0.37716877460479736,0.6228311657905579
36,180,84,228,0.060962140560150146,-0.060962140560150146,0.2347775250673294,0.7652224898338318
48,180,96,228,0.060992419719696045,-0.06099237501621246,0.23480775952339172,0.7651922106742859
60,180,108,228,0.03564196825027466,-0.03564192354679108,0.20945730805397034,0.7905426621437073
72,180,120,228,0.008733212947845459,-0.008733242750167847,0.1825486272573471,0.8174514174461365
84,180,132,228,0.009353101253509521,-0.009353101253509521,0.18316848576068878,0.8168315291404724
96,180,144,228,-0.034713685512542725,0.03471370041370392,0.13910168409347534,0.8608983159065247
